id_ts,id_person,type_ts,brand,model,release_year,register_number,color
818,1741,автобус,ЗИЛ,LK18,1998,10063488275,зеленый
819,855,автобус,ЗИЛ,HA109,2014,101088934683,синий
820,1093,троллейбус,ГАЗ,FL410,2002,10923219664,желтый
821,1854,мотоцикл,BMW,JJ30,1996,1071277202,голубый
822,962,гужевой транспорт,Волы,NULL,NULL,NULL,NULL
823,1984,трамвай,Рузхиммаш,CN106,1981,49104317872,золотой
824,344,автобус,ЗИЛ,RA67,2016,1735870762,голубый
825,35,поезд,Новокузнецкий ВСЗ,FN710,1987,71516100434,желтый
826,1932,поезд,Метровагонмаш,MM96,1994,1696878222,голубый
827,187,трамвай,Коломенский завод,WV22,1999,08210307252,коричневый
828,701,поезд,Новокузнецкий ВСЗ,WM67,2005,36965110698,белый
829,1454,грузовой автомобиль,БелАз,CM42,1986,97310583304,красный
830,711,велосипед,Scott,EY89,1985,NULL,красный
831,397,грузовой автомобиль,Тонор,HW83,2015,01006203004,красный
832,450,мотоцикл,Ducati,MB12,1990,26421478108,золотой
833,963,гужевой транспорт,Собаки,NULL,NULL,NULL,NULL
834,464,автобус,РАФ,TN03,2014,32060441008,белый
835,1668,грузовой автомобиль,БелАз,ED78,1990,2875100353,фиолетовый
836,51,автобус,ГАЗ,FI88,1997,91064610194,желтый
837,794,мотоцикл,Triumph,JN60,2004,2734524594,зеленый
838,653,автобус,РАФ,XU45,2005,5571617052,желтый
839,1024,троллейбус,ГАЗ,LZ30,1997,50767100763,черный
840,1356,автобус,ГАЗ,DS65,2010,10146599297,зеленый
841,981,легковой автомобиль,Corvette,TB39,1980,7532132504,зеленый
842,451,грузовой автомобиль,БелАз,MT40,2005,17109971999,оранжевый
843,1864,трамвай,Рузхиммаш,YK110,2009,6826810365,оранжевый
844,1622,поезд,Коломенский завод,YY15,2020,7042871984,белый
845,191,легковой автомобиль,Land Rover,PM17,2010,68910293952,зеленый
846,1761,автобус,ЛАЗ,PP80,1996,7888000824,белый
847,481,поезд,Рузхиммаш,EW71,2013,61086921905,желтый
848,1885,трамвай,Уралтрансмаш,OF18,1994,10524312390,белый
849,925,грузовой автомобиль,Foton,RF710,2010,104082582110,белый
850,1174,мотоцикл,Ducati,SF64,1995,58282071098,розовый
851,1424,троллейбус,ЛАЗ,MK01,2004,10796441421,серебристый
852,1443,поезд,Уралтрансмаш,VM86,2006,6225016921,желтый
853,44,мотоцикл,Ducati,VR82,2008,9465545244,синий
854,877,велосипед,Polisport,PI110,2000,NULL,синий
855,594,мотоцикл,Kawasaki,MA06,1990,431010654027,голубый
856,1133,поезд,Новокузнецкий ВСЗ,KB96,2018,285571001096,голубый
857,1803,велосипед,Stern,MQ27,2015,NULL,черный
858,700,трамвай,Уралтрансмаш,BY80,2010,3383473918,голубый
859,1900,поезд,Коломенский завод,SR17,1990,23721006085,серебристый
860,990,мотоцикл,Harley-Davidson,CV109,1981,4337559026,желтый
861,1862,гужевой транспорт,Собаки,NULL,NULL,NULL,NULL
862,1179,грузовой автомобиль,KAMAZ,ZB10,2017,610821103873,серебристый
863,231,велосипед,Maxiscoo,HA11,2008,NULL,белый
864,244,грузовой автомобиль,Foton,SI66,1980,107910351133,черный
865,1781,трамвай,Рузхиммаш,AU810,2017,37912230106,зеленый
866,331,велосипед,Eltreco,WE89,2009,NULL,оранжевый
867,1110,велосипед,Stern,HB94,1981,NULL,коричневый
868,1976,велосипед,Scott,SB18,1988,NULL,розовый
869,1691,грузовой автомобиль,Foton,JB73,2020,681910078410,красный
870,1738,трамвай,Коломенский завод,JN74,2014,01109285074,синий
871,1901,поезд,Уралтрансмаш,OZ15,1994,6303750902,красный
872,89,легковой автомобиль,Bugatti,WQ53,2005,105701096140,оранжевый
873,228,грузовой автомобиль,MAN,LO810,2020,100355286410,золотой
874,1145,трамвай,Новокузнецкий ВСЗ,PT810,1991,3916238223,желтый
875,1221,грузовой автомобиль,БелАз,YW86,1987,6257246033,золотой
876,1701,автобус,ГАЗ,TM32,1987,57683712103,синий
877,469,поезд,Рузхиммаш,CB31,1996,2340484797,белый
878,1626,троллейбус,РАФ,JQ74,1980,7684382234,оранжевый
879,576,троллейбус,ЗИЛ,PS47,1985,0503063659,фиолетовый
880,1472,легковой автомобиль,Cadillac,EQ55,1982,81053048921,белый
881,429,гужевой транспорт,Ослы,NULL,NULL,NULL,NULL
882,804,грузовой автомобиль,MAN,TE46,2001,1003104110475,желтый
883,1186,гужевой транспорт,Овцы,NULL,NULL,NULL,NULL
884,1075,трамвай,Уралтрансмаш,MZ108,2000,1998058977,черный
885,447,грузовой автомобиль,Foton,PW86,1983,22054016105,голубый
886,1902,троллейбус,ЛАЗ,MX67,2010,791096051001,золотой
887,1258,велосипед,KHE,NJ91,1983,NULL,розовый
888,1188,трамвай,Новокузнецкий ВСЗ,SO04,2015,7387445257,серебристый
889,141,легковой автомобиль,Tayota,RD69,2003,34948630103,коричневый
890,1965,автобус,РАФ,AC109,2006,97899118210,желтый
891,1848,гужевой транспорт,Ослы,NULL,NULL,NULL,NULL
892,738,автобус,ГАЗ,RY105,2009,51155341027,белый
893,1349,мотоцикл,BMW,CT03,1988,2697140580,голубый
894,1215,мотоцикл,Triumph,PV00,1995,62836109261,синий
895,1358,поезд,Метровагонмаш,HE72,1992,632105049410,оранжевый
896,157,автобус,ЛАЗ,JA29,1989,25656271038,красный
897,164,грузовой автомобиль,MAN,BF68,2017,90341051504,голубый
898,1114,грузовой автомобиль,KAMAZ,BD54,2005,21071743429,красный
899,1562,мотоцикл,Triumph,FS94,2008,31040646738,голубый
900,741,гужевой транспорт,Лошади,NULL,NULL,NULL,NULL
901,1817,велосипед,Scott,FF16,2008,NULL,фиолетовый
902,807,гужевой транспорт,Собаки,NULL,NULL,NULL,NULL
903,28,гужевой транспорт,Лошади,NULL,NULL,NULL,NULL
904,1528,поезд,Уралтрансмаш,DA106,2009,02163551027,черный
905,116,трамвай,Новокузнецкий ВСЗ,YS102,1981,4124229845,зеленый
906,181,поезд,Новокузнецкий ВСЗ,VG07,2005,79694837101,белый
907,687,автобус,РАФ,KF106,1982,8892972366,белый
908,1556,велосипед,KHE,PK102,1999,NULL,серебристый
909,594,велосипед,Polisport,PZ38,1999,NULL,серебристый
910,1358,автобус,ЗИЛ,GF62,2020,3799129426,красный
911,676,автобус,ГАЗ,IX26,1990,31002421073,черный
912,256,легковой автомобиль,Peugeot,GC87,1998,5197313099,золотой
913,143,велосипед,Maxiscoo,DE82,2014,NULL,голубый
914,1353,гужевой транспорт,Волы,NULL,NULL,NULL,NULL
915,667,автобус,ЗИЛ,DH68,1992,05619210674,коричневый
916,923,троллейбус,ГАЗ,IF42,1982,5108048429,фиолетовый
917,234,легковой автомобиль,Bentley,EB55,1999,5762578311,белый
918,997,грузовой автомобиль,MAZ,AZ15,2019,9921710621,оранжевый
919,1491,автобус,ГАЗ,JO60,1991,3430531638,розовый
920,1107,троллейбус,ГАЗ,VS06,2013,4996592093,черный
921,1737,поезд,Коломенский завод,GA89,1989,61376671410,красный
922,285,поезд,Метровагонмаш,FT76,2003,0799999655,голубый
923,1582,трамвай,Метровагонмаш,VF53,2004,13941926110,оранжевый
924,1052,гужевой транспорт,Овцы,NULL,NULL,NULL,NULL
925,1505,велосипед,KHE,YK85,1981,NULL,красный
926,1633,трамвай,Коломенский завод,DD58,2008,611010634072,красный
927,1235,поезд,Уралтрансмаш,YW69,2010,13451001063,фиолетовый
928,1572,велосипед,Scott,ZI66,2014,NULL,синий
929,1179,велосипед,Polisport,TQ104,2009,NULL,голубый
930,1421,трамвай,Метровагонмаш,PZ77,1990,3965017070,синий
931,472,гужевой транспорт,Собаки,NULL,NULL,NULL,NULL
932,54,поезд,Метровагонмаш,WE26,2012,8590954175,синий
933,1443,легковой автомобиль,Mini,JU38,1992,81100271496,оранжевый
934,861,поезд,Метровагонмаш,LI101,2000,411031084302,синий
935,421,трамвай,Уралтрансмаш,RG73,2003,131010571338,золотой
936,366,троллейбус,ЛАЗ,ZC910,2004,902521028104,розовый
937,386,мотоцикл,Triumph,NW52,2003,0495913778,коричневый
938,1606,гужевой транспорт,Ослы,NULL,NULL,NULL,NULL
939,282,легковой автомобиль,Skoda,DS17,2019,91031828858,золотой
940,1173,поезд,Новокузнецкий ВСЗ,HF810,2008,48104782004,зеленый
941,117,троллейбус,ЛАЗ,AM50,2020,2151164001,голубый
942,1132,гужевой транспорт,Олени,NULL,NULL,NULL,NULL
943,1305,поезд,Рузхиммаш,ZT08,1991,810632601020,серебристый
944,1818,троллейбус,ЗИЛ,OU21,1999,28861021207,красный
945,1458,мотоцикл,Hero,TY810,1986,50025108453,черный
946,1522,трамвай,Метровагонмаш,RD18,2013,7754164853,золотой
947,628,гужевой транспорт,Ослы,NULL,NULL,NULL,NULL
948,1186,велосипед,Trek,VT00,1997,NULL,голубый
949,411,троллейбус,ЛАЗ,QK52,2001,3600723246,коричневый
950,1224,автобус,РАФ,IG86,2008,6910753810102,зеленый
951,1071,легковой автомобиль,Peugeot,FB105,1989,32228910943,белый
952,1240,легковой автомобиль,Bentley,TL97,1993,74710944118,белый
953,1189,поезд,Коломенский завод,VK22,1995,18283105668,желтый
954,1739,грузовой автомобиль,MAZ,GW51,1992,1475667200,зеленый
955,1267,трамвай,Коломенский завод,HC72,2012,959935151010,черный
956,230,грузовой автомобиль,MAN,KP26,1996,33210052934,синий
957,963,поезд,Метровагонмаш,SH75,2011,72502210634,белый
958,177,грузовой автомобиль,БелАз,TF16,1998,0954120963,белый
959,341,мотоцикл,Yamaha,NV29,2009,80440610698,фиолетовый
960,640,мотоцикл,Triumph,XZ33,1983,4276931010410,белый
961,1648,мотоцикл,Kawasaki,ER18,1991,17107871230,коричневый
962,453,легковой автомобиль,Citroen,VM92,2014,7625307210,желтый
963,1498,троллейбус,ЛАЗ,RP55,2004,04262222810,коричневый
964,788,автобус,ГАЗ,JU410,1988,1033610103088,голубый
965,334,троллейбус,ЛАЗ,PF06,1982,79507351044,оранжевый
966,185,трамвай,Коломенский завод,BC45,1989,11696481510,коричневый
967,208,грузовой автомобиль,Foton,JO90,2020,26104840711,коричневый
968,964,мотоцикл,Kawasaki,KQ97,2005,32709121097,золотой
969,1830,автобус,ГАЗ,IC94,2006,1471177804,зеленый
970,1131,троллейбус,РАФ,SM90,1988,9404978245,красный
971,1109,легковой автомобиль,Corvette,VF13,2020,10705638534,зеленый
972,1064,автобус,ЛАЗ,FC100,2011,5903326455,синий
973,738,поезд,Уралтрансмаш,PZ29,1988,2249969011,желтый
974,1742,троллейбус,ЗИЛ,KQ510,2001,610250108540,розовый
975,1751,грузовой автомобиль,MAN,AX03,2006,45503107414,розовый
976,998,автобус,РАФ,EG93,2003,1466889418,коричневый
977,1341,грузовой автомобиль,Тонор,WK20,1993,21013823414,золотой
978,272,грузовой автомобиль,MAZ,PR410,1999,46109262001,розовый
979,1984,поезд,Метровагонмаш,BK30,1983,2709365649,черный
980,1068,гужевой транспорт,Овцы,NULL,NULL,NULL,NULL
981,1779,троллейбус,РАФ,RZ84,1991,100426771059,красный
982,1382,мотоцикл,Kawasaki,WX07,1983,1500664357,желтый
983,143,мотоцикл,Hero,WY81,2011,102168341610,золотой
984,193,гужевой транспорт,Волы,NULL,NULL,NULL,NULL
985,709,велосипед,Stern,KF47,2018,NULL,желтый
986,1030,поезд,Коломенский завод,FH09,2006,8747032296,фиолетовый
987,738,мотоцикл,Triumph,TS010,2007,69974635110,синий
988,1971,автобус,ЗИЛ,DW27,2007,88270109605,голубый
989,1727,гужевой транспорт,Ослы,NULL,NULL,NULL,NULL
990,461,легковой автомобиль,Lada,MO57,1989,77405201026,коричневый
991,720,гужевой транспорт,Лошади,NULL,NULL,NULL,NULL
992,77,мотоцикл,Yamaha,CQ65,2019,61710875179,оранжевый
993,940,троллейбус,ЗИЛ,ZU83,2014,40102135569,синий
994,1886,трамвай,Коломенский завод,WS78,2002,10202842140,голубый
995,1984,поезд,Новокузнецкий ВСЗ,LS00,2006,74110920795,коричневый
996,709,мотоцикл,Irbis,DF11,2009,0832935967,синий
997,1780,автобус,РАФ,RE27,2019,2659314817,черный
998,280,мотоцикл,Suzuki,PF106,2011,31059696172,серебристый
999,571,троллейбус,РАФ,SD510,2003,309706810310,зеленый
1000,46,троллейбус,ЗИЛ,HY76,1984,107193710085,красный
1001,948,грузовой автомобиль,БелАз,AI40,2012,6311802205,розовый
1002,787,мотоцикл,Triumph,FF31,1999,0341336314,синий
1003,1044,мотоцикл,Honda,ZK97,2004,13910589628,оранжевый
1004,1583,поезд,Рузхиммаш,DS101,2006,9168553150,коричневый
1005,1487,велосипед,Stern,AX73,2018,NULL,коричневый
1006,776,поезд,Уралтрансмаш,AS29,2000,2022979365,серебристый
1007,1766,велосипед,Trek,FB20,2003,NULL,коричневый
1008,1436,трамвай,Новокузнецкий ВСЗ,FN102,1980,10680211108,красный
1009,1200,трамвай,Рузхиммаш,TR30,1985,8375472874,голубый
1010,422,троллейбус,ЗИЛ,DB64,1982,3065294579,красный
1011,739,велосипед,Eltreco,AC46,1981,NULL,розовый
1012,761,поезд,Уралтрансмаш,DY310,1990,1414031177,голубый
1013,1181,поезд,Коломенский завод,CN53,2009,1650771640,черный
1014,1103,троллейбус,ЛАЗ,GY47,2008,961010734448,красный
1015,1679,гужевой транспорт,Собаки,NULL,NULL,NULL,NULL
1016,494,троллейбус,ЗИЛ,QK07,1997,8174776264,красный
1017,568,трамвай,Уралтрансмаш,KX109,2018,8681428552,коричневый
1018,320,грузовой автомобиль,KAMAZ,LN76,2007,06100528348,фиолетовый
1019,269,легковой автомобиль,Chery,QB43,2002,29310409901,красный
1020,1183,троллейбус,ЗИЛ,TM36,1985,16510207552,серебристый
1021,176,велосипед,Maxiscoo,EP54,2007,NULL,черный
1022,436,автобус,ЛАЗ,JU18,1980,81009849587,желтый
1023,981,мотоцикл,Yamaha,MV68,2012,94210924899,белый
1024,661,автобус,ГАЗ,FL60,1994,10063580355,оранжевый
1025,31,поезд,Коломенский завод,UU610,2010,3696736514,серебристый
1026,1900,грузовой автомобиль,MAZ,SM66,2012,5015378329,оранжевый
1027,688,трамвай,Новокузнецкий ВСЗ,TB81,2013,3103107108567,золотой
1028,1369,троллейбус,ЗИЛ,VR60,1988,96155370109,красный
1029,1233,велосипед,Stern,AP63,2019,NULL,оранжевый
1030,1841,мотоцикл,Irbis,RP17,2000,5949441772,белый
1031,62,легковой автомобиль,BMW,LS22,2008,39010190104,розовый
1032,1145,трамвай,Метровагонмаш,EF87,2002,310109045393,серебристый
1033,71,троллейбус,ГАЗ,RN58,1999,0298046628,красный
1034,1264,гужевой транспорт,Ослы,NULL,NULL,NULL,NULL
1035,1598,гужевой транспорт,Волы,NULL,NULL,NULL,NULL
1036,681,поезд,Уралтрансмаш,PF32,1995,81788810638,серебристый
1037,305,трамвай,Новокузнецкий ВСЗ,GJ910,1987,29098443109,черный
1038,893,мотоцикл,Honda,PW14,1998,90410282390,желтый
1039,881,поезд,Рузхиммаш,SB93,1985,38104236466,голубый
1040,156,гужевой транспорт,Буйволы,NULL,NULL,NULL,NULL
1041,1288,легковой автомобиль,Corvette,JR06,2016,61134921108,голубый
1042,1194,гужевой транспорт,Олени,NULL,NULL,NULL,NULL
1043,1840,трамвай,Новокузнецкий ВСЗ,RZ74,1988,1849728724,красный
1044,1917,поезд,Метровагонмаш,SN85,1991,40540310008,коричневый
1045,305,легковой автомобиль,Chery,RV77,2007,2633167495,золотой
1046,1572,мотоцикл,Yamaha,PP56,1994,10603530022,золотой
1047,1169,грузовой автомобиль,KAMAZ,LY56,2000,7013113002,голубый
1048,750,легковой автомобиль,Land Rover,VK46,1987,7527388890,голубый
1049,1894,трамвай,Рузхиммаш,MG51,1999,4319077885,серебристый
1050,1776,автобус,ЛАЗ,JE80,1989,410571829105,серебристый
1051,207,гужевой транспорт,Ослы,NULL,NULL,NULL,NULL
1052,1007,троллейбус,ЛАЗ,ZV710,2003,89971371097,черный
1053,1611,легковой автомобиль,Nissan,HO78,2018,0535135988,розовый
1054,22,велосипед,Maxiscoo,KV100,1982,NULL,фиолетовый
1055,1424,грузовой автомобиль,MAN,GQ410,2005,4913146628,желтый
1056,494,поезд,Метровагонмаш,KF05,2000,33591004716,розовый
1057,1829,трамвай,Уралтрансмаш,YB41,2016,10165596660,синий
1058,1820,гужевой транспорт,Ослы,NULL,NULL,NULL,NULL
1059,1317,автобус,ЛАЗ,DO1010,2006,906106028105,серебристый
1060,1694,гужевой транспорт,Овцы,NULL,NULL,NULL,NULL
1061,1881,мотоцикл,Ducati,KA83,1994,2310191051002,черный
1062,146,гужевой транспорт,Волы,NULL,NULL,NULL,NULL
1063,1442,грузовой автомобиль,KAMAZ,DN68,2019,80582681056,золотой
1064,1158,гужевой транспорт,Буйволы,NULL,NULL,NULL,NULL
1065,524,поезд,Новокузнецкий ВСЗ,XP19,2011,8955231449,желтый
1066,216,грузовой автомобиль,БелАз,VO31,1981,8021518103,желтый
1067,1935,троллейбус,ГАЗ,NO68,1988,26722178107,голубый
1068,107,грузовой автомобиль,KAMAZ,VF710,1983,94102132865,желтый
1069,1736,поезд,Метровагонмаш,VC56,2014,74880281023,голубый
1070,953,автобус,РАФ,QK62,1987,6310102898710,золотой
1071,705,велосипед,Maxiscoo,EF05,2004,NULL,розовый
1072,1403,мотоцикл,BMW,TG510,1982,56281079937,серебристый
1073,344,легковой автомобиль,Land Rover,GE78,1986,0113983842,оранжевый
1074,1494,велосипед,Maxiscoo,OM100,2020,NULL,золотой
1075,1826,мотоцикл,Kawasaki,FZ57,2009,101069327424,красный
1076,1481,троллейбус,ЛАЗ,ON26,2010,25161063666,оранжевый
1077,1472,велосипед,Trek,IO96,1999,NULL,коричневый
1078,1043,троллейбус,ЗИЛ,RF110,2010,4758420698,желтый
1079,1880,велосипед,Polisport,KM23,1988,NULL,розовый
1080,334,трамвай,Коломенский завод,YF710,1993,4604909909,зеленый
1081,1901,поезд,Уралтрансмаш,FY68,2020,8059264884,оранжевый
1082,1952,троллейбус,ГАЗ,UR09,2010,3507018901,оранжевый
1083,280,автобус,ЗИЛ,IC76,1990,01153025100,коричневый
1084,32,поезд,Коломенский завод,ZB17,2002,2294874473,золотой
1085,1202,велосипед,Polisport,WN100,2011,NULL,желтый
1086,221,гужевой транспорт,Волы,NULL,NULL,NULL,NULL
1087,1922,автобус,РАФ,FK51,1996,81038346523,коричневый
1088,388,велосипед,Maxiscoo,JH34,1992,NULL,голубый
1089,1799,гужевой транспорт,Собаки,NULL,NULL,NULL,NULL
1090,1055,легковой автомобиль,Suzuki,RZ37,1993,44281097715,черный
1091,1338,гужевой транспорт,Собаки,NULL,NULL,NULL,NULL
1092,1246,троллейбус,ЛАЗ,IB810,1982,01053395741,серебристый
1093,1988,автобус,РАФ,AO00,1984,85854109327,розовый
1094,1808,троллейбус,ГАЗ,WP61,1985,3407597537,фиолетовый
1095,895,троллейбус,ЗИЛ,ZI85,1984,9846344045,красный
1096,1919,поезд,Коломенский завод,AJ38,2019,01051397564,фиолетовый
1097,528,легковой автомобиль,Infinity,TR97,1994,3966072301,коричневый
1098,1103,автобус,ЗИЛ,AN64,1993,3050493929,белый
1099,174,трамвай,Метровагонмаш,WX18,1991,00952468010,зеленый
1100,1889,легковой автомобиль,Lada,VJ87,2013,861095293100,желтый
1101,1498,автобус,ЛАЗ,SK101,1987,8962286257,синий
1102,1056,велосипед,Maxiscoo,NM66,2001,NULL,желтый
1103,1362,велосипед,Stern,LL87,1985,NULL,зеленый
1104,388,легковой автомобиль,Ford,QO06,2015,49681022967,зеленый
1105,686,поезд,Уралтрансмаш,ZL73,2017,13653251020,зеленый
1106,317,автобус,ЛАЗ,MR19,2011,43092010602,коричневый
1107,1911,грузовой автомобиль,Foton,CP06,2008,84481050334,красный
1108,1798,грузовой автомобиль,KAMAZ,KP09,2003,121105910638,коричневый
1109,1413,легковой автомобиль,Jeep,BY77,1993,7088731285,голубый
1110,1750,трамвай,Уралтрансмаш,NZ43,1999,3103601081105,оранжевый
1111,52,троллейбус,ЛАЗ,HR71,2002,103910140556,синий
1112,1901,автобус,ГАЗ,CT72,1981,0122449866,синий
1113,218,мотоцикл,BMW,GX09,2009,8137984103,зеленый
1114,1100,гужевой транспорт,Мулы,NULL,NULL,NULL,NULL
1115,239,поезд,Коломенский завод,QB46,1998,37117670710,голубый
1116,1542,легковой автомобиль,Corvette,PC76,1998,19201083805,золотой
1117,435,легковой автомобиль,Infinity,JZ08,1987,40145101117,коричневый
1118,1767,мотоцикл,Yamaha,DU47,1982,401037176107,золотой
1119,1446,гужевой транспорт,Мулы,NULL,NULL,NULL,NULL
1120,1609,поезд,Коломенский завод,DQ27,2009,2954116385,серебристый
1121,1290,поезд,Новокузнецкий ВСЗ,UM107,1991,5001761081,серебристый
1122,240,поезд,Рузхиммаш,BP43,2012,41087877134,золотой
1123,884,мотоцикл,Ducati,XU49,2017,59410416249,коричневый
1124,144,поезд,Уралтрансмаш,EO20,2014,0300974832,зеленый
1125,781,поезд,Метровагонмаш,QN77,1981,3934988789,серебристый
1126,1827,автобус,ЗИЛ,PC102,2003,0937956780,черный
1127,1267,велосипед,Trek,LR22,1999,NULL,зеленый
1128,687,легковой автомобиль,Audi,DL54,1991,10761884916,зеленый
1129,1087,поезд,Рузхиммаш,OG88,2006,121181035102,фиолетовый
1130,1925,трамвай,Новокузнецкий ВСЗ,VK12,2006,031094701031,голубый
1131,1806,грузовой автомобиль,MAN,DL64,2011,6865639060,красный
1132,1435,велосипед,Eltreco,CP41,2013,NULL,синий
1133,1549,автобус,ЛАЗ,NJ24,1980,29410992387,красный
1134,1864,трамвай,Метровагонмаш,DG23,1984,801912101010,серебристый
1135,397,гужевой транспорт,Овцы,NULL,NULL,NULL,NULL
1136,532,грузовой автомобиль,Foton,TX101,1981,1955943355,коричневый
1137,1532,велосипед,Stern,QU16,2012,NULL,желтый
1138,368,поезд,Метровагонмаш,JV55,1989,21068392962,серебристый
1139,1598,автобус,ГАЗ,BY70,1987,16108992774,серебристый
1140,1377,троллейбус,РАФ,WL03,1997,1965009619,зеленый
1141,76,поезд,Метровагонмаш,KV76,2010,101107999699,голубый
1142,1862,легковой автомобиль,Lada,DV81,2007,10655779474,желтый
1143,1246,поезд,Новокузнецкий ВСЗ,LV20,2020,0480522339,красный
1144,958,велосипед,Maxiscoo,WQ39,2018,NULL,красный
1145,377,мотоцикл,Hero,MJ88,1999,56407810775,синий
1146,1267,трамвай,Метровагонмаш,MS37,2012,1491010106964,черный
1147,1346,грузовой автомобиль,MAZ,EA11,1998,81981170100,зеленый
1148,1880,велосипед,Scott,QN15,2007,NULL,золотой
1149,276,поезд,Метровагонмаш,BR74,2015,6784255948,оранжевый
1150,316,трамвай,Метровагонмаш,FK72,1982,63350901029,желтый
1151,1229,легковой автомобиль,Lamborghini,OJ60,1994,14104971554,голубый
1152,788,легковой автомобиль,Aston Martin,RW47,2013,45505763109,синий
1153,1088,легковой автомобиль,Jeep,KJ31,1983,430097101310,золотой
1154,1491,грузовой автомобиль,KAMAZ,TK89,1991,4103709105109,синий
1155,1977,грузовой автомобиль,KAMAZ,TW610,1985,0765293904,синий
1156,1880,мотоцикл,BMW,CE77,1994,3823430433,оранжевый
1157,679,поезд,Метровагонмаш,DZ109,2013,178110910144,коричневый
1158,450,автобус,РАФ,PQ52,2001,0386722368,коричневый
1159,1495,велосипед,Trek,JA11,1984,NULL,красный
1160,1674,автобус,РАФ,HP35,2013,44833410239,зеленый
1161,1533,легковой автомобиль,Jaguar,HB108,1997,4227840501,коричневый
1162,1189,поезд,Метровагонмаш,TE01,2010,66568991910,синий
1163,1885,поезд,Метровагонмаш,RQ310,1994,41023687657,голубый
1164,57,автобус,ЗИЛ,OF01,2008,74614297107,фиолетовый
1165,551,велосипед,Trek,NF106,1997,NULL,голубый
1166,1820,автобус,ГАЗ,JD810,1983,87394910246,розовый
1167,1121,грузовой автомобиль,Foton,YH104,2019,37810934741,красный
1168,1981,гужевой транспорт,Олени,NULL,NULL,NULL,NULL
1169,207,поезд,Коломенский завод,GB00,2020,5135250085,серебристый
1170,1925,поезд,Коломенский завод,EX07,2011,7969114458,розовый
1171,720,гужевой транспорт,Буйволы,NULL,NULL,NULL,NULL
1172,437,автобус,РАФ,BM00,2003,58741910690,оранжевый
1173,1008,автобус,РАФ,QB43,2013,2534360405,белый
1174,602,гужевой транспорт,Ослы,NULL,NULL,NULL,NULL
1175,715,мотоцикл,Irbis,CJ20,2008,10462521322,золотой
1176,890,легковой автомобиль,Infinity,KB99,2016,0098222487,красный
1177,1346,поезд,Новокузнецкий ВСЗ,LS78,1994,16758310783,серебристый
1178,191,трамвай,Уралтрансмаш,QR91,1984,363610268410,розовый
1179,463,поезд,Рузхиммаш,YZ108,1998,101012462501,белый
1180,1862,трамвай,Уралтрансмаш,ZT62,1982,10990290823,голубый
1181,14,троллейбус,РАФ,FI95,1990,58510644107,золотой
1182,598,автобус,ГАЗ,QJ92,2003,4465982670,желтый
1183,553,мотоцикл,Kawasaki,AN310,2013,7564385186,серебристый
1184,759,трамвай,Уралтрансмаш,DO22,2015,695271024108,белый
1185,1558,поезд,Коломенский завод,DV91,1990,4128072430,коричневый
1186,742,легковой автомобиль,Chevrolet,RB69,2000,95110061404,золотой
1187,614,троллейбус,РАФ,XI510,1981,7581730866,черный
1188,1742,автобус,ЗИЛ,NX53,2005,7172652514,розовый
1189,131,легковой автомобиль,Chery,AN77,2000,72959101750,синий
1190,391,поезд,Рузхиммаш,KK80,1980,4541639455,золотой
1191,203,автобус,ЗИЛ,LF48,1990,79879746010,оранжевый
1192,517,грузовой автомобиль,Тонор,AY07,2007,13639099109,розовый
1193,1678,легковой автомобиль,Lada,CU77,2007,21049441419,желтый
1194,946,поезд,Коломенский завод,WI75,2001,1521065077,черный
1195,110,легковой автомобиль,Lada,FG73,2013,8818217153,черный
1196,348,велосипед,Scott,QS69,1986,NULL,серебристый
1197,893,поезд,Коломенский завод,FY102,2019,194101037992,серебристый
1198,85,автобус,ЛАЗ,IC91,2013,102106009960,фиолетовый
1199,1219,автобус,ЛАЗ,UX27,1985,0319886471,синий
1200,24,мотоцикл,Hero,ZG83,1999,1669785526,фиолетовый
1201,1886,гужевой транспорт,Ослы,NULL,NULL,NULL,NULL
1202,342,мотоцикл,BMW,EA71,1990,1314313762,оранжевый
1203,1545,гужевой транспорт,Олени,NULL,NULL,NULL,NULL
1204,1250,поезд,Коломенский завод,JD60,1990,10755384712,черный
1205,1826,поезд,Коломенский завод,QL19,1988,108286991610,голубый
1206,1367,гужевой транспорт,Собаки,NULL,NULL,NULL,NULL
1207,652,гужевой транспорт,Волы,NULL,NULL,NULL,NULL
1208,1061,легковой автомобиль,Suzuki,UC710,1991,5842165828,голубый
1209,1721,трамвай,Уралтрансмаш,IC20,2004,77910771973,розовый
1210,1232,легковой автомобиль,Ford,QF85,2011,3997965540,серебристый
1211,479,велосипед,KHE,LI95,2011,NULL,желтый
1212,1330,мотоцикл,Ducati,XO32,1987,202610151030,коричневый
1213,536,поезд,Рузхиммаш,KG51,2018,58929986610,коричневый
1214,1736,велосипед,Scott,MI95,2018,NULL,голубый
1215,188,мотоцикл,Ducati,AN103,1983,8807734871,фиолетовый
1216,429,поезд,Уралтрансмаш,UM30,1985,61992781064,черный
1217,1768,легковой автомобиль,Land Rover,FA16,2018,05955630106,зеленый
1218,963,легковой автомобиль,Ford,BP210,2007,6582509512,черный
1219,132,мотоцикл,Harley-Davidson,XU93,2003,1282443235,оранжевый
1220,652,трамвай,Рузхиммаш,XZ010,1997,5156228083,фиолетовый
1221,175,грузовой автомобиль,Foton,BW62,2018,510719100179,золотой
1222,1405,велосипед,Maxiscoo,MX49,1990,NULL,белый
